ПО/не ПО,Код (Соответствие),Комментарий,Версия продукта (Соответствие)
не ПО,TipsUI,framework,7.0
не ПО,TipsUI,framework,
не ПО,TipsUI2,framework,7.0
не ПО,TipsUI2,framework,
не ПО,Tk,framework,
непонятно,tk8.6,,8.6.10-1
ПО,TL для AppStorrent,,1.148.5
не ПО,tmpfs,расширение ядра,1.0
не ПО,tmpfs,расширение ядра,
ПО,To Do,,2.78
ПО,To Do,,2.100
ПО,To Do,,2.84
ПО,To Do,,2.98
ПО,Todoist,,8.1.1
ПО,Todoist,,7.5
ПО,Todoist,,7.7
ПО,Todoist,,8.0.6
ПО,Todoist,,8.0.7
ПО,Todoist,,8.1.0
ПО,Todoist,,8.1.2
ПО,Tomito,,2.0.8
ПО,ToneCalculator,,3.4
не ПО,ToneKit,framework,
не ПО,ToneLibrary,framework,
ПО,Tot,,1.5
не ПО,Touch ID & Password,расширение программ и систем,1.0
не ПО,Touch ID & Password,расширение программ и систем,
не ПО,TouchML,framework,1.0.11
не ПО,TouchML,framework,
непонятно,tpm-udev,,0.4
непонятно,tracker-extract,,2.3.3-2ubuntu0.20.04.1
непонятно,tracker-miner-fs,,2.3.3-2ubuntu0.20.04.1
не ПО,TrackpadExtension,расширение программ и систем,1.0
не ПО,TrackpadExtension,расширение программ и систем,
не ПО,Traditional Chinese,языковой файл,1.1
не ПО,Traditional Chinese - English,языковой файл,1.0
не ПО,Traditional Chinese – English Idioms,языковой файл,1.0
не ПО,Traditional Chinese (Hong Kong),языковой файл,1.0
ПО,Traktor,,3.4.2 256
ПО,Traktor,,3.5.1 277
не ПО,TransferResetExtension,расширение программ и систем,1.0
не ПО,TransferResetExtension,расширение программ и систем,
не ПО,Translation,нативное приложение,1.0
не ПО,Translation,нативное приложение,
не ПО,Translation,framework,
не ПО,TranslationFlowDelegatePlugin,пакет,1.0
не ПО,TranslationFlowDelegatePlugin,пакет,
не ПО,TranslationUI,framework,1.0
не ПО,TranslationUI,framework,
не ПО,TranslationUIServices,framework,1.0
не ПО,TranslationUIServices,framework,
не ПО,Transliteration,framework,1.0
не ПО,Transliteration,framework,
не ПО,TransliterationIM,нативное приложение,1.0
не ПО,TransliterationIM,нативное приложение,
непонятно,transmission-gtk,,2.94-2ubuntu3
не ПО,Transparency,framework,
не ПО,TransparencyDetailsView,framework,
не ПО,TransparencyDetailsViewMac,framework,
ПО,Trello,,2.13.8
не ПО,Trial,framework,1.0
не ПО,Trial,framework,
не ПО,TrialProto,framework,1.0
не ПО,TrialProto,framework,
не ПО,TrialServer,framework,
не ПО,triggers,расширение ядра,
ПО,TrueConf,,8.1.3
непонятно,TrussMaker,,22.0.0 v1 RUS (3009)
не ПО,TrustedAccessory,framework,1.0
не ПО,TrustedAccessory,framework,
не ПО,TrustedPeers,framework,
не ПО,TrustEvaluationAgent,framework,
не ПО,TSReading,framework,
не ПО,TSUtility,framework,
не ПО,TTSAsset,framework,1.0
не ПО,TTSAsset,framework,
непонятно,TTY Abbreviations,,1.0
не ПО,Tudou AuthenticationPlugin,пакет,
ПО,Tunnelblick,,3.8.4b (build 5602)
ПО,Tunnelblick,,3.8.7a (build 5770)
ПО,Tunnelblick,,3.8.4a (build 5601)
ПО,Tunnelblick,,3.8.5a (build 5671)
ПО,Tunnelblick,,3.8.3a (build 5521)
ПО,Tunnelblick,,3.8.8b (build 5777)
ПО,Tunnelblick,,3.8.1 (build 5400)
ПО,Tunnelblick,,3.8.2 (build 5480)
ПО,Tunnelblick,,3.8.3 (build 5520)
ПО,Tunnelblick,,3.8.6a (build 5711)
ПО,Tunnelblick,,3.8.8a (build 5776)
ПО,Tunnelblick,,3.8.8beta03 (build 5790)
ПО,Tunnelblick,,4.0.0beta05 (build 5850)
ПО,Turbo VPN,,1.10.2
не ПО,TuriCore,framework,
не ПО,Turkish,языковой файл,1.1
не ПО,Turkish - English,языковой файл,1.0
ПО,Tuxera Disk Manager,,2020.1
не ПО,TVLibrary,framework,1.3.3
не ПО,TVLibrary,framework,1.3.4
не ПО,TVLibrary,framework,1.2.5
не ПО,TVLibrary,framework,1.3.5
не ПО,TVLibrary,framework,
не ПО,TVPIayback,framework,
не ПО,TVPlayback,framework,1.0
не ПО,TVPlayback,framework,
не ПО,TVRemoteCore,framework,
не ПО,TWAIN,framework,
ПО,Twinmotion Export AC22,,Twinmotion Export AC22 v1.2b14
не ПО,Twitter,framework,164
не ПО,Twitter,framework,
не ПО,TwitterFramework,исполняемый файл Unix,1.0
не ПО,TwitterFramework,исполняемый файл Unix,
не ПО,TypistFramework,framework,1.0
не ПО,TypistFramework,framework,
ПО,Typora,,0.9.9.36.2
не ПО,UaaPLinkTools,framework,1.0
не ПО,UaaPLinkTools,framework,
не ПО,UAEHCommon,framework,
не ПО,UARPiCloud,framework,1.0
не ПО,UARPiCloud,framework,
не ПО,UARPUpdaterService,framework,1.0
не ПО,UARPUpdaterService,framework,
не ПО,UAULoginItemsAndTALUpdater,пакет,
не ПО,UAUPIugin,framework,
ПО,Ubuntu 20.04.6 LTS,,20.04
не ПО,ubuntu-advantage-desktop-daemon,компонент,1.10~20.04.1
не ПО,ubuntu-advantage-tools,компонент,27.14.4~20.04
не ПО,ubuntu-docs,компонент,20.04.3
не ПО,ubuntu-drivers-common,компонент,1:0.9.0~0.20.04.7
не ПО,ubuntu-gnome-wallpapers,компонент,16.10.4
не ПО,ubuntu-gnome-wallpapers-yakkety,компонент,16.10.4
не ПО,ubuntu-settings,компонент,20.04.6
не ПО,ubuntu-wallpapers,компонент,20.04.2-0ubuntu1
не ПО,ubuntu-wallpapers-focal,компонент,20.04.2-0ubuntu1
не ПО,udf,расширение ядра,
не ПО,UIAccessibility,framework,
непонятно,uidmap,,1:4.8.1-1ubuntu5.20.04.4
не ПО,UIFoundation,framework,
не ПО,UIKit,framework,
не ПО,UIKitCore,framework,
не ПО,UIKitMacHelper,framework,
не ПО,UIKitServices,framework,
не ПО,UIKitSystemAppServices,framework,
не ПО,UIRecording,framework,
непонятно,ulogd,,2.0.7-alt1
непонятно,ulogd-sqlite3,,2.0.7-alt1
не ПО,UnifiedAssetFramework,framework,1.0
не ПО,UnifiedAssetFramework,framework,
непонятно,Uniflash,,41.0.2272.76
ПО,Uniflash,,4.0
не ПО,UniformTypeIdentifiers,framework,709
не ПО,UniformTypeIdentifiers,framework,
не ПО,UniformTypeldentifiers,framework,
не ПО,Uninstall,framework,
не ПО,Uninstall 1C:Enterprise,деинсталляционный файл,8.3.19.1229
не ПО,Uninstall 1C:Enterprise,деинсталляционный файл,8.3.21.1644
не ПО,Uninstall AnyConnect,,4.10.02086
не ПО,Uninstall AnyConnect,деинсталляционный файл,4.10.07061
не ПО,Uninstall AnyConnect DART,,4.10.02086
не ПО,Uninstall DivX for Mac,деинсталляционный файл,0.0.0.0
не ПО,Uninstall Resolve,деинсталляционный файл,1.0
непонятно,Unity,,Unity version 2021.3.22f1
ПО,Unity Bug Reporter,,2021.3.22
непонятно,Universal 3D Out,,22.0.0 v1 RUS (3009)
не ПО,Universal Control,нативное приложение,
не ПО,UniversalAccess,framework,
не ПО,UniversalAccessCore,framework,
не ПО,UniversalContro|ServiceFilter,модуль,
не ПО,UniversalControl,framework,1.0
не ПО,UniversalControl,framework,
не ПО,UniversalControlServiceFilter,модуль,1.0
не ПО,UniversalControlServiceFilter,модуль,
непонятно,uno-libs-private,,1:7.4.6-0ubuntu0.22.10.1~bpo20.0
ПО,Unsplash Wallpapers,,1.4.5
ПО,Unzip - RAR ZIP 7Z Unarchiver,,2.3.5
ПО,Unzip - RAR ZIP 7Z Unarchiver,,2.3.6
ПО,Unzip - RAR ZIP 7Z Unarchiver,,2.3.1
ПО,Unzip - RAR ZIP 7Z Unarchiver,,2.2.9
ПО,Unzip - RAR ZIP 7Z Unarchiver,,2.3.2
ПО,Unzip One,,4.0
непонятно,update-inetd,,4.50
непонятно,update-kernel,,0.9.20-alt1
непонятно,update-notifier,,3.192.30.11
не ПО,UpdatePreboot,framework,1.0
не ПО,UpdatePreboot,framework,
непонятно,UpgradeHelper,,6.4.0-6
непонятно,UpgradeHelper,,6.4.0-9
непонятно,UpgradeHelper,,6.4.1-2
непонятно,UPM,,1.15.1
непонятно,ure,,1:7.4.6-0ubuntu0.22.10.1~bpo20.0
непонятно,ure-java,,1:7.4.6-0ubuntu0.22.10.1~bpo20.0
не ПО,URLFormatting,framework,
не ПО,UsageTracking,framework,
ПО,USB Overdrive,,5.1
не ПО,usb-creator-common,компонент,0.3.7
не ПО,usb-creator-gtk,компонент,0.3.7
не ПО,usb-modeswitch,компонент,2.5.2+repack0-2ubuntu3
не ПО,usb-modeswitch-data,компонент,20191128-3
не ПО,usb.ids,компонент,2020.03.19-1
не ПО,USBDeviceConfiguration,пакет,1.0.0
не ПО,USBDeviceConfiguration,пакет,
не ПО,USBDriverKit,framework,
не ПО,USBSerialDriverKit,framework,
не ПО,usbsmartcardreaderd,исполняемый файл Unix,1.0
не ПО,usbsmartcardreaderd,исполняемый файл Unix,
не ПО,USDKit,framework,
не ПО,USDLib_FormatLoaderProxy,framework,1.0
не ПО,USDLib_FormatLoaderProxy,framework,
непонятно,User Manual,,23.0
непонятно,User Manual,,24.0
непонятно,User Manual,,22.0
не ПО,UserAccountUpdater8021XPlugin,пакет,
не ПО,UserActivity,framework,
не ПО,UserFS,framework,1.0
не ПО,UserFS,framework,
не ПО,UserManagement,framework,
не ПО,UserNotifications,framework,
не ПО,UserNotificationsExtensionPoint,framework,
не ПО,UserNotificationsKit,framework,1.0
не ПО,UserNotificationsKit,framework,
не ПО,UserNotificationsUI,framework,1.0
не ПО,UserNotificationsUI,framework,
не ПО,UsersGroups,расширение программ и систем,1.0
не ПО,UsersGroups,расширение программ и систем,
ПО,Using Epson Scan 2,,1.0
не ПО,USTBridgeConnection,framework,1.0
не ПО,USTBridgeConnection,framework,
непонятно,uswsusp,,1.0+20120915-6.2
ПО,UTM,,4.0.9
ПО,UTM,,4.1.5
не ПО,UVCExtension,framework,1.0
не ПО,UVCExtension,framework,
не ПО,UVCFamily,framework,1.0
не ПО,UVCFamily,framework,
не ПО,UVCFrameProcessor,framework,
не ПО,UVCService,расширение ядра,1.0
не ПО,UVCService,расширение ядра,
не ПО,UVFSXPCService,framework,1.0
не ПО,UVFSXPCService,framework,
не ПО,UXKit,framework,
непонятно,vanilla-gnome-default-settings,,20.04.1
ПО,vault,,1.8.0
не ПО,vCard,framework,
ПО,VCE Simulator,,2.4
непонятно,vconsole-setup-kludge,,0.1-alt1
не ПО,VCPHEVC,пакет,
не ПО,vdaf_Vdaf,framework,1.0
не ПО,vdaf_Vdaf,framework,
непонятно,vdpau-driver-all:amd64,,1.3-1ubuntu2
не ПО,vecLib,framework,
не ПО,VectorKit,framework,
ПО,Vectornator,,4.10.1
непонятно,verborum-caterva,,2.0-alt2
не ПО,VFX,framework,1.0
не ПО,VFX,framework,
не ПО,VFXBase,framework,1.0
не ПО,VFXBase,framework,
не ПО,ViceroyTrace,framework,
ПО,Video Editor Movavi,,23.2.1
ПО,Video Editor Plus Movavi,,22.0.3
не ПО,VideoDecodeAcceleration,framework,
не ПО,VideoFlowDelegatePlugin,пакет,1.0
не ПО,VideoFlowDelegatePlugin,пакет,
не ПО,VideoProcessing,framework,
не ПО,Videoslll,framework,
не ПО,VideoSubscriberAccount,framework,
не ПО,VideoSubscriberAccountUI,framework,1.0
не ПО,VideoSubscriberAccountUI,framework,
не ПО,VideoSuggestionsPlugin,пакет,1.0
не ПО,VideoSuggestionsPlugin,пакет,
не ПО,VideosUI,,1.0
не ПО,VideosUICore,framework,1.0
не ПО,VideosUICore,framework,
не ПО,VideoToolbox,framework,
не ПО,VideoToolboxParavirtualizationSupport,framework,13.4.13
не ПО,VideoToolboxParavirtualizationSupport,framework,13.0.34
не ПО,VideoToolboxParavirtualizationSupport,framework,
ПО,VideoVerb,,2.3
не ПО,Vietnamese - English,языковой файл,1.0
не ПО,ViewBridge,framework,
непонятно,virtiofs,,1.0
непонятно,virtualbox-common,,6.1.26-alt1
ПО,VirtualDJ,,8.3
не ПО,VirtualGarage,framework,1.0
не ПО,VirtualGarage,framework,
не ПО,Virtualization,framework,1.0
не ПО,Virtualization,framework,
не ПО,Vision,framework,
не ПО,VisionCore,framework,6.0.48
не ПО,VisionCore,framework,6.0.51
не ПО,VisionCore,framework,6.0.52
не ПО,VisionCore,framework,
не ПО,VisionKit,framework,
не ПО,VisionKitCore,framework,1.0
не ПО,VisionKitCore,framework,
ПО,Visual Paradigm,,16.2
ПО,Visual Studio,,8.4.0.2657
ПО,Visual Studio,,8.10.25.2
ПО,Visual Studio,,8.10.19.2
ПО,Visual Studio,,17.0.0.8989
ПО,Visual Studio,,17.5.2.14
ПО,Visual Studio,,8.10.11.8
ПО,Visual Studio,,8.10.23.7
ПО,Visual Studio,,8.10.4.11
ПО,Visual Studio,,8.8.2.41
не ПО,Visual Studio for Mac Installer,инсталляционный файл,8.4.2.0
не ПО,Visual Studio for Mac Installer,инсталляционный файл,8.10.15.1
не ПО,Visual Studio for Mac Installer,инсталляционный файл,8.10.8.0
ПО,Visual Watermark,,5.22
ПО,VisualDesigner,,5.10
не ПО,VisualIntelligence,,0.1
не ПО,Visuallntelligence,framework,
не ПО,VisualPairing,framework,
не ПО,VisualTestKit,framework,
непонятно,vitmp,,1.0-alt4.qa1
непонятно,VkConfig,,1.0
непонятно,VkCube,,1.0
непонятно,VkCubepp,,1.0
ПО,vlc,,3.0.9.2-1
ПО,VLC,,3.0.8
ПО,VLC,,3.0.10
ПО,VLC,,3.0.11.1
ПО,VLC media player,,3.0.18
ПО,VLC media player,,3.0.17.3
ПО,VLC media player,,3.0.16
не ПО,vlc-bin,компонент,3.0.9.2-1
не ПО,vlc-data,компонент,3.0.9.2-1
не ПО,vlc-l10n,компонент,3.0.9.2-1
не ПО,vlc-plugin-base:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-notify:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-qt:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-samba:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-skins2:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-video-output:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-video-splitter:amd64,плагин,3.0.9.2-1
не ПО,vlc-plugin-visualization:amd64,плагин,3.0.9.2-1
не ПО,vlmage,framework,
не ПО,vmnet,framework,
ПО,VMware Fusion,,12.2.3
ПО,VMware Horizon URL Filter,,1.0
не ПО,VoiceMemos,framework,
не ПО,VoiceOverServices,framework,1.0
не ПО,VoiceOverServices,framework,
не ПО,VoiceShortcutClient,framework,
не ПО,VoiceShortcuts,framework,
не ПО,VoiceTrigger,framework,
ПО,VOX,,3.5.5
ПО,VOX,,3.5.3
не ПО,VPN,расширение программ и систем,1.0
не ПО,VPN,расширение программ и систем,
непонятно,vpnc-scripts,,0.1~git20190117-1
ПО,Vpnify,,1.1.6
ПО,Vpnify,,1.2.1
непонятно,VRML Out,,22.0.0 v1 RUS (3009)
ПО,VSD Viewer & VSD Converter,,7.5
ПО,VulkanInfo,,1.0
ПО,Vumingo Exam Testing Engine,,2.5.2
ПО,Wacom Center,,6.4.0-6
ПО,Wacom Center,,6.4.0-9
ПО,Wacom Center,,6.4.1-2
ПО,Wacom Experience Program,,6.4.0-6
ПО,Wacom Experience Program,,6.4.0-9
ПО,Wacom Experience Program,,6.4.1-2
ПО,WacomTouchDriver,,Wacom Touch 6.3.41-2
ПО,WacomTouchDriver,,Wacom Touch 6.3.44-2
ПО,WacomTouchDriver,,Wacom Touch 6.4.0-6
ПО,WacomTouchDriver,,Wacom Touch 6.3.44-1
ПО,WacomTouchDriver,,Wacom Touch 6.4.0-9
ПО,WacomTouchDriver,,Wacom Touch 6.4.1-2
ПО,Wallet,,1.0
не ПО,Wallpaper,расширение программ и систем,1.0
не ПО,Wallpaper,расширение программ и систем,
ПО,Wallpaper X,,2.3
ПО,Wallpapers HD Lite,,1.4
ПО,Warp,,0.1.0
не ПО,WatchConnectivity,framework,
не ПО,watchdog,расширение ядра,
не ПО,WatchdogClient,framework,
не ПО,WatchFaceAlert,,1.0
не ПО,WatchKit,framework,1.0
не ПО,WatchKit,framework,
не ПО,WatchListKit,framework,1.0
не ПО,WatchListKit,framework,
непонятно,WaveFront 3D Out,,22.0.0 v1 RUS (3009)
ПО,WavePad Audio Editor,,16.92
непонятно,wbritish,,2018.04.16-1
не ПО,Wea,пакет,
не ПО,Weather,framework,
ПО,Weather for Status Bar,,1.3
не ПО,WeatherAnalytics,framework,3.2.1
не ПО,WeatherAnalytics,framework,3.3
не ПО,WeatherAnalytics,framework,3.3.1
не ПО,WeatherAnalytics,framework,
ПО,WeatherBug,,1.0.2
не ПО,WeatherCore,framework,3.2.1
не ПО,WeatherCore,framework,3.3
не ПО,WeatherCore,framework,2.1
не ПО,WeatherCore,framework,3.3.1
не ПО,WeatherCore,framework,
не ПО,WeatherDaemon,framework,3.2.1
не ПО,WeatherDaemon,framework,3.3
не ПО,WeatherDaemon,framework,2.1
не ПО,WeatherDaemon,framework,3.3.1
не ПО,WeatherDaemon,framework,
не ПО,WeatherFoundation,framework,
не ПО,WeatherKit,framework,
ПО,Weatherly,,4.10
не ПО,WeatherMaps,framework,3.2.1
не ПО,WeatherMaps,framework,3.3
не ПО,WeatherMaps,framework,3.3.1
не ПО,WeatherMaps,framework,
не ПО,WeatherUI,framework,3.2.1
не ПО,WeatherUI,framework,3.3
не ПО,WeatherUI,framework,2.1
не ПО,WeatherUI,framework,3.3.1
не ПО,WeatherUI,framework,
непонятно,WebBookmarksSwift,,16.5
непонятно,WebBookmarksSwift,,16.5.2
непонятно,WebBookmarksSwift,,16.5.1
не ПО,WebContentAnalysis,framework,
не ПО,webcontentfilter,расширение ядра,
не ПО,WebContentRestrictions,framework,1.0
не ПО,WebContentRestrictions,framework,
не ПО,webdav_fs,расширение ядра,
ПО,Webex,,42.2.0.21338
ПО,Webex Teams,,3.0.16285.0
ПО,Webex Teams,,3.0.13538.0
ПО,Webex Teams,,3.0.16651.0
не ПО,WebFilterDNS,framework,
непонятно,WebGPU,,18614
непонятно,WebGPU,,18615
непонятно,WebGPU,,18615
непонятно,WebGPU,,18615
непонятно,WebGPU,,18615
непонятно,WebGPU,,18615
непонятно,WebGPU,,18615
непонятно,webserver-cgi-bin-control,,0.4-alt1
непонятно,webserver-common,,1.4-alt1
непонятно,webserver-common-control,,1.4-alt1
ПО,WebStorm,,2020.2.2
ПО,WebStorm,,2021.3.2
ПО,WebStorm,,2021.3
ПО,WebStorm,,2019.3.1
ПО,WebStorm,,2020.1
ПО,WebStorm,,2021.1.1
ПО,WebStorm,,2020.3.1
ПО,WebStorm,,2021.2
ПО,WebStorm,,2021.2.3
ПО,WebStorm,,2022.3.4
ПО,WebStorm,,2023.1.3
ПО,WebStorm,,2023.2
не ПО,WellnessFlowPlugin,пакет,1.0
не ПО,WellnessFlowPlugin,пакет,
непонятно,whoopsie,,0.2.69ubuntu0.3
непонятно,whoopsie-preferences,,22
не ПО,WidgetKit,framework,1.0
не ПО,WidgetKit,framework,
не ПО,WidgetKit Simulator,,1.0
непонятно,WidgetsUpdater,,1.0
ПО,Widgetter,,1.14.5
не ПО,Widgetter System Plugin,плагин,1.14.0
